dropped_record_id,kept_record_id,match_rule,dropped_title,kept_title
RA0113F71762D,RA0113F71762D,doi_match,Prospects for treated wastewater reuse in agriculture in low- and middle-income countries: Systematic analysis and decision-making trees for diverse management approaches,Prospects for treated wastewater reuse in agriculture in low- and middle-income countries: Systematic analysis and decision-making trees for diverse management approaches
RD226743CE2E4,RD226743CE2E4,title_year_match,"A Colonial Discourse on 'Urban Water': A Case Study of Hesaraghatta Waterworks in Bangalore, India","A Colonial Discourse on ‘Urban Water’: A Case Study of Hesaraghatta Waterworks in Bangalore, India"
R00879143A1D6,R00879143A1D6,doi_match,"A tug of war between centralization and decentralization: the co-evolution of urban governance and water risks in Guwahati, India","A tug of war between centralization and decentralization: the co-evolution of urban governance and water risks in Guwahati, India"
RED0DA2DFBDF6,RED0DA2DFBDF6,doi_match,"Strengthening urban waste governance: Integrating data and policy in the northern coast of Rio Grande do Sul, Brazil","Strengthening urban waste governance: Integrating data and policy in the northern coast of Rio Grande do Sul, Brazil"
R763282D8706E,R763282D8706E,doi_match,A scoping review on early childhood caries and inequalities using the Sustainable Development Goal 10 framework,A scoping review on early childhood caries and inequalities using the Sustainable Development Goal 10 framework
R85686F99F734,R85686F99F734,doi_match,"Spatial Variation in the Composition and Diversity of Fishes Inhabiting an Artificial Water Supply Lake, Eastern China","Spatial Variation in the Composition and Diversity of Fishes Inhabiting an Artificial Water Supply Lake, Eastern China"
RAD6B44C064CE,RAD6B44C064CE,doi_match,Alpine infrastructure in Central Europe: integral evaluation of wastewater treatment systems at mountain refuges,Alpine infrastructure in Central Europe: Integral evaluation of wastewater treatment systems at mountain refuges
R16E7FC2F833D,R16E7FC2F833D,doi_match,"A planetary health model for reducing exposure to faecal contamination in urban informal settlements: Baseline findings from Makassar, Indonesia","A planetary health model for reducing exposure to faecal contamination in urban informal settlements: Baseline findings from Makassar, Indonesia"
R1DE708BF66EB,R1DE708BF66EB,doi_match,Understanding the spread of typhoid fever: Combining vaccination and sanitation methods for better public health policies,Understanding the spread of typhoid fever: Combining vaccination and sanitation methods for better public health policies
RFD88555FDAE3,RFD88555FDAE3,doi_match,A Qualitative Definition of Reliable Water Supply for Public Water Systems,A Qualitative Definition of Reliable Water Supply for Public Water Systems
RAF06690B7A76,RAF06690B7A76,doi_match,"Implications of the Urban Water and Food Systems Governance Nexus for Household Food Security in the City of Gweru, Zimbabwe","Implications of the Urban Water and Food Systems Governance Nexus for Household Food Security in the City of Gweru, Zimbabwe"
RE540B173B736,R18809C9C1975,title_year_match,Two years after legalization: implementing the Cannabis Cultivation Policy in southern coastal California,Two years after legalization: implementing the Cannabis Cultivation Policy in southern coastal California
R0BE5FFDEDC88,R0BE5FFDEDC88,doi_match,"Exploring citizen infrastructure and environmental priorities in Mumbai, India","Exploring citizen infrastructure and environmental priorities in Mumbai, India"
R87153109CDCE,R87153109CDCE,title_year_match,"The water moratorium: Takings, markets, and public choice implications of water districts","The water moratorium: Takings, markets, and public choice implications of water districts"
R693C378B71A4,R693C378B71A4,doi_match,"The effects of improved sanitation on diarrheal prevalence, incidence, and duration in children under five in the SNNPR State, Ethiopia: study protocol for a randomized controlled trial","The effects of improved sanitation on diarrheal prevalence, incidence, and duration in children under five in the SNNPR State, Ethiopia: Study protocol for a randomized controlled trial"
RAAB3D58436F2-1,RAAB3D58436F2,doi_match,Affordability and Disconnections Challenges in Implementing the Human Right to Water in Portugal,Affordability and disconnections challenges in implementing the human right towater in Portugal
R52E91810E112,R52E91810E112,doi_match,A decade of work on water governance at the OECD: what have we learnt?,A decade of work on water governance at the OECD: what have we learnt?
R7DF720007123,R7DF720007123,doi_match,"They don't read metres, they only bring bills': Issues surrounding the installation of prepaid water metres in Karoi town, Zimbabwe","‘They don’t read metres, they only bring bills’: Issues surrounding the installation of prepaid water metres in Karoi town, Zimbabwe"
RD190F3A11A59,RD190F3A11A59,doi_match,Deprivation in slums and child poverty: study on Kolkata,Deprivation in slums and child poverty: Study on Kolkata
R5B9B6319A9C7,R5B9B6319A9C7,doi_match,A Spatial Analysis on Heterogenous Determinant of Dengue Fever Cases in Indonesia,A Spatial Analysis on Heterogenous Determinant of Dengue Fever Cases in Indonesia
R37656A72E911,R37656A72E911,doi_match,Modeling and Optimization of the Drinking Water Supply Network-A System Case Study from the Czech Republic,Modeling and optimization of the drinking water supply network—a system case study from the czech republic
RD9E82AD66AEF,RD9E82AD66AEF,doi_match,Baseline assessment of waste management practices and opportunities for smart waste technologies in traditional markets in Indonesia,Baseline assessment of waste management practices and opportunities for smart waste technologies in traditional markets in Indonesia
RE7F92F49D644,RE7F92F49D644,doi_match,"Regulating energy innovation: US responses to hydraulic fracturing, wastewater injection and induced seismicity","Regulating energy innovation: Us responses to hydraulic fracturing, wastewater injection and induced seismicity"
R0F0103F9EB42,R0F0103F9EB42,doi_match,"Evaluation of Water Safety Plan outcomes and impacts in Bushenyi-Ishaka Municipality, Uganda","Evaluation of Water Safety Plan outcomes and impacts in Bushenyi-Ishaka Municipality, Uganda"
RF581BBD18910,RF581BBD18910,doi_match,"Drinking water quality governance: A comparative case study of Brazil, Ecuador, and Malawi","Drinking water quality governance: A comparative case study of Brazil, Ecuador, and Malawi"
RD85FE3A8F35D,RD85FE3A8F35D,doi_match,Sanitation services for the urban poor: A social capital approach to sanitation challenges in informal settlements,Sanitation services for the urban poor: A social capital approach to sanitation challenges in informal settlements
R8F312BE99D42-1,R8F312BE99D42,doi_match,"Barriers to achieving the water and sanitation-related Millennium Development Goals in Cancun, Mexico at the beginning of the twenty-first century","Barriers to achieving the water and sanitation-related Millennium Development Goals in Cancún, Mexico at the beginning of the twenty-first century"
R836FB084E9D4,R836FB084E9D4,doi_match,Tools based on experiences of a community pharmacy providing destruction services for unwanted medications,Tools based on experiences of a community pharmacy providing destruction services for unwanted medications
R68475B3785B2,R68475B3785B2,doi_match,Metering drinking water in Armenia: The process and impacts,Metering drinking water in Armenia: The process and impacts
RABDCC9969F14,RABDCC9969F14,doi_match,A framework to assess urban water resilience in developing countries like India: looking beyond water utilities and networked cities,A framework to assess urban water resilience in developing countries like India: Looking beyond water utilities and networked cities
R266C31733ECD,R266C31733ECD,doi_match,Governance and effectiveness of public-private partnership in Ghana's rural-water sector,Governance and effectiveness of public–private partnership in Ghana's rural-water sector
R7181AB613DB9,R7181AB613DB9,doi_match,Wastewater Management in Africa: Challenges and Recommendations,Wastewater Management in Africa: Challenges and Recommendations
R651E8D4F8F49,R651E8D4F8F49,doi_match,A systems thinking approach to operationalizing integrated water resources management in Ethiopia through leverage points and feedback loops,A systems thinking approach to operationalizing integrated water resources management in Ethiopia through leverage points and feedback loops
R7F6194289208,R7F6194289208,doi_match,A new approach to nationwide sanitation planning for developing countries: Case study of Indonesia,A new approach to nationwide sanitation planning for developing countries: Case study of Indonesia
RAEAA41C06FF7,RAEAA41C06FF7,doi_match,Investigation of Drought Risk Using a Dynamic Optimization Framework in Regional Water Allocation Procedure With Different Streamflow Scenarios,Investigation of Drought Risk Using a Dynamic Optimization Framework in Regional Water Allocation Procedure With Different Streamflow Scenarios
RFD53F5AA1272,RFD53F5AA1272,doi_match,"Popular participation, equity, and co-production of water and sanitation services in Caracas, Venezuela","Popular participation, equity, and co-production of water and sanitation services in Caracas, Venezuela"
RB251C6478059,RB251C6478059,doi_match,The significance of dilution in evaluating possible impacts of wastewater discharges from large cruise ships,The significance of dilution in evaluating possible impacts of wastewater discharges from large cruise ships
R9ACCC3D2E6C2,R9ACCC3D2E6C2,doi_match,"CRITICAL REFLECTIONS ON 20 YEARS OF GROUNDWATER RESEARCH, DEVELOPMENT AND IMPLEMENTATION IN SOUTH AFRICA","Critical reflections on 20 years of groundwater research, development and implementation in South Africa"
R9EB382ECD2F2,R9EB382ECD2F2,doi_match,Risks and prevention of contamination of beef carcasses during the slaughter process in the United States of America,Risks and prevention of contamination of beef carcasses during the slaughter process in the United States of America.
R77749A581F7E,R77749A581F7E,doi_match,WAYS TO IMPROVE WATER GOVERNANCE,Ways to improve water governance
R065923F09AD9,R065923F09AD9,doi_match,Toxic waters and broken promises: The struggle for health equity in informal settlements,Toxic waters and broken promises: The struggle for health equity in informal settlements
RC8008BCADF20,RC8008BCADF20,doi_match,Access to basic infrastructure services in Ghanaian local government: a contextual approach,Access to basic infrastructure services in Ghanaian local government: a contextual approach
R155D39CAACC5,R155D39CAACC5,doi_match,The global sanitary revolution in historical perspective,The global sanitary revolution in historical perspective
RCAC30132C5F4,RCAC30132C5F4,doi_match,Improving urban water supply in Mexico: a systematic review,Improving urban water supply in Mexico: a systematic review
R28001B16ADA4,R28001B16ADA4,doi_match,"A qualitative assessment of disability friendly water and sanitation facilities in primary schools, Rumphi, Malawi","A qualitative assessment of disability friendly water and sanitation facilities in primary schools, Rumphi, Malawi"
R7DE9B0E11BE0,R7DE9B0E11BE0,doi_match,A social-ecological analysis of drinking water risks in coastal Bangladesh,A social-ecological analysis of drinking water risks in coastal Bangladesh
RA397C02E9861,RA397C02E9861,doi_match,NGOs fostering transitions towards sustainable urban sanitation in low-income countries: Insights from Transition Management and Development Studies,NGOs fostering transitions towards sustainable urban sanitation in low-income countries: Insights from Transition Management and Development Studies
RC1347C3E84C3,RC1347C3E84C3,doi_match,"Mortality awareness and water decisions: a social psychological analysis of supply-management, demand-management and soft-path paradigms","Mortality awareness and water decisions: a social psychological analysis of supply-management, demand-management and soft-path paradigms"
RD231AA48136B,RD231AA48136B,doi_match,Historical Redlining and Cumulative Environmental Impacts across the United States,Historical Redlining and Cumulative Environmental Impacts across the United States
R0BA41534710C,R0BA41534710C,doi_match,"The impact of flood disasters on child education in Muzarabani District, Zimbabwe","The impact of flood disasters on child education in Muzarabani District, Zimbabwe"
R9F89FFFE7C3C,R9F89FFFE7C3C,doi_match,Compact WWTPs as a decentralized wastewater treatment system in isolated or small communities: use of indicators as instruments in technology decisions,Compact WWTPs as a decentralized wastewater treatment system in isolated or small communities: use of indicators as instruments in technology decisions
R17CF15CD073E,R17CF15CD073E,doi_match,"Water fluoride concentrations in England, 2009-2020","Water fluoride concentrations in England, 2009-2020"
R3FCCAE7A3384,R3FCCAE7A3384,doi_match,"Urban Water Insecurity and Public Health in Kathmandu Valley, Nepal: A Systematic Review of Contamination Sources, Health Risks, and Governance Gaps","Urban Water Insecurity and Public Health in Kathmandu Valley, Nepal: A Systematic Review of Contamination Sources, Health Risks, and Governance Gaps"
R23D95962D03F,R23D95962D03F,doi_match,"Sociodemographic and clinical factors influencing typhoid fever prevalence and multidrug resistance in Niger State, Nigeria","Sociodemographic and clinical factors influencing typhoid fever prevalence and multidrug resistance in Niger State, Nigeria"
RAE45D86D7434-1,RAE45D86D7434,doi_match,Community water organizations in the state of Veracruz. Analysis in light of the Latin American experience,Community water organizations in the state of veracruz. Analysis in light of the Latin American experience; [Las organizaciones comunitarias del agua en el estado de Veracruz. Análisis a la luz de la experiencia latinoamericana]
R35FB60763E55,R35FB60763E55,doi_match,On the temporal effects of static constitutional environmental rights provisions on access to improved sanitation facilities and water sources,On the temporal effects of static constitutional environmental rights provisions on access to improved sanitation facilities and water sources
RADA9C3106E60,RADA9C3106E60,doi_match,"Whose River? London and the Thames Estuary, 1960-2014","Whose river? London and the thames estuary, 1960–2014"
RBDA703859BEA,RBDA703859BEA,doi_match,Does cooperation pay off over time? Evidence from water and wastewater services,Does cooperation pay off over time? Evidence from water and wastewater services
RF263F078D873,RF263F078D873,doi_match,A contingent valuation of smallholder farmers' willingness to pay for improved irrigation water supply in Egypt,A contingent valuation of smallholder farmers' willingness to pay for improved irrigation water supply in Egypt
R8A823907105A,R8A823907105A,doi_match,Integrating human rights into water governance,Integrating human rights into water governance
R7DF2A5059A76,R7DF2A5059A76,doi_match,"Traditional Governance, Citizen Engagement, and Local Public Goods: Evidence from Mexico","Traditional Governance, Citizen Engagement, and Local Public Goods: Evidence from Mexico"
RF2B2F583825D,RF2B2F583825D,doi_match,The water governance challenge: the discrepancy between what is and what should be,The water governance challenge: The discrepancy between what is and what should be
R0931F164C986-1,R0931F164C986,doi_match,Contextual factors and motivations affecting rural community sanitation in low-and middle-income countries: A systematic review,Contextual factors and motivations affecting rural community sanitation in low- and middle-income countries: A systematic review
R470359D7790C,R470359D7790C,doi_match,A Review of State Licensing Regulations to Determine Alignment with Best Practices to Prevent Human Norovirus Infections in Child-Care Centers,A review of state licensing regulations to determine alignment with best practices to prevent human norovirus infections in child-care centers
RC8B07ED6AB66,RC8B07ED6AB66,doi_match,Technological transformation and spatial restructuring of hydraulic infrastructure in modern Guangzhou (1859-1938),Technological transformation and spatial restructuring of hydraulic infrastructure in modern Guangzhou (1859–1938)
R762608282964,R762608282964,doi_match,The impact of neo-liberalism on water and sanitation provision in the informal settlements: Towards the re-enforcement of gendered roles or democratic emancipation?,The impact of neo-liberalism on water and sanitation provision in the informal settlements: Towards the re-enforcement of gendered roles or democratic emancipation?
R8BE6FE4C32D7,R8BE6FE4C32D7,doi_match,Enhancing water security through mobile constructed wetlands: A decentralised approach for wastewater reclamation and reuse,Enhancing water security through mobile constructed wetlands: A decentralised approach for wastewater reclamation and reuse
R5133CD8F30FF,R5133CD8F30FF,doi_match,Principles for increasing equity in WASH research: understanding barriers faced by LMIC WASH researchers,Principles for increasing equity in WASH research: Understanding barriers faced by LMIC WASH researchers
RA38CFE53A8F0,RA38CFE53A8F0,doi_match,Spatiotemporal patterns and drivers of carbon emissions from on-site wastewater treatment: Evidence from a city-wide long-term network,Spatiotemporal patterns and drivers of carbon emissions from on-site wastewater treatment: Evidence from a city-wide long-term network
RF93B9EFC13F8,RF93B9EFC13F8,doi_match,Reclaiming Blue: Confronting the Global Freshwater Crisis Through Collective Action,Reclaiming Blue: Confronting the Global Freshwater Crisis Through Collective Action
R2574D3C24686-1,R2574D3C24686,doi_match,Tackling the water challenges in Indian cities amid COVID 19 COMMENT,Tackling the water challenges in Indian cities amid COVID-19
RBAEC371E6725,RBAEC371E6725,doi_match,Aging Population and Lacking Sanitation Governance: Global Challenges in Alleviating Deaths from Unsafe Rural Sanitation,Aging Population and Lacking Sanitation Governance: Global Challenges in Alleviating Deaths from Unsafe Rural Sanitation
R54D4AEC2087E,R54D4AEC2087E,doi_match,Direct potable water reuse in five arid inland communities: an analysis of factors influencing public acceptance,Direct potable water reuse in five arid inland communities: an analysis of factors influencing public acceptance
R8AC9D969EC05,R8AC9D969EC05,doi_match,"The Agency, Resources, and Institutional Structures for Sanitation-related Empowerment (ARISE) scales: Psychometric evaluation across eight cities in Asia and Africa","The Agency, Resources, and Institutional Structures for Sanitation-related Empowerment (ARISE) scales: Psychometric evaluation across eight cities in Asia and Africa"
RDAD1AD310708,RDAD1AD310708,doi_match,Women as teammates: Gender composition of village councils and policy outcomes in India,Women as teammates: Gender composition of village councils and policy outcomes in India
RB76A3B41BBBF,RB76A3B41BBBF,doi_match,"Protocol for development and validation of instruments to measure women's empowerment in urban sanitation across countries in South Asia and Sub-Saharan Africa: the Agency, Resources and Institutional Structures for Sanitation-related Empowerment (ARISE) scales","Protocol for development and validation of instruments to measure women's empowerment in urban sanitation across countries in South Asia and Sub-Saharan Africa: The Agency, Resources and Institutional Structures for Sanitation-related Empowerment (ARISE) scales"
RD7D30D3C27C8,RD7D30D3C27C8,doi_match,"Sanitation investments in Ghana: An ethnographic investigation of the role of tenure security, land ownership and livelihoods","Sanitation investments in Ghana: An ethnographic investigation of the role of tenure security, land ownership and livelihoods"
R9ABE61C5FE27,R9ABE61C5FE27,doi_match,Emerging Contaminants: A Rising Threat to Urban Water and a Barrier to Achieving SDG-Aligned Planetary Protection,Emerging Contaminants: A Rising Threat to Urban Water and a Barrier to Achieving SDG-Aligned Planetary Protection
R636F51DE73DE,R636F51DE73DE,doi_match,"Building climate-resilient primary care: A convergent mixed-methods climate vulnerability and capacity assessment in the Cederberg subdistrict, South Africa","Building climate-resilient primary care: A convergent mixed-methods climate vulnerability and capacity assessment in the Cederberg subdistrict, South Africa"
R7DD3376339BA,R7DD3376339BA,doi_match,Bridging infrastructure gaps in water and environmental management: A case study from Kosovo and North Macedonia,Bridging infrastructure gaps in water and environmental management: A case study from Kosovo and North Macedonia
RF816C47AF660,RF816C47AF660,doi_match,"Improving water service to the urban poor through delegated management: Lessons from the city of Kisumu, Kenya","Improving water service to the urban poor through delegated management: Lessons from the city of Kisumu, Kenya"
RACB833F0F26E,RACB833F0F26E,doi_match,"Materiality matters: Revealing how inequities are conceived and sustained in the networked water infrastructure - The case of Lilongwe, Malawi","Materiality matters: Revealing how inequities are conceived and sustained in the networked water infrastructure - The case of Lilongwe, Malawi"
R5399DE2AF9C6,R5399DE2AF9C6,doi_match,Distillery spent wash: Treatment technologies and potential applications,Distillery spent wash: Treatment technologies and potential applications
R898543A2BB2C-1,R898543A2BB2C,doi_match,Do health risk perceptions motivate water-and health-related behaviour? A systematic literature review,Do health risk perceptions motivate water - and health-related behaviour? A systematic literature review
R214868A2F9A8-1,R214868A2F9A8,doi_match,Participants or customers in water governance? Community-public partnerships for pen-urban water supply,Participants or customers in water governance? Community-public partnerships for peri-urban water supply
RA8A5DB49E365,RA8A5DB49E365,doi_match,"Property rights, public health, and planning for informal settlements in Nairobi, Kenya","Property rights, public health, and planning for informal settlements in Nairobi, Kenya"
RC307AD2C847B,RC307AD2C847B,doi_match,Water Quality and Footprint in the European Union Driven by Free Movement of People and Tourism,Water Quality and Footprint in the European Union Driven by Free Movement of People and Tourism
R49DD8A8C55BF,R49DD8A8C55BF,doi_match,Bacteriophage cocktails and bacterial coevolution: a systematic review of resistance prevention strategies against multidrug-resistant pathogens in sewage water,Bacteriophage cocktails and bacterial coevolution: a systematic review of resistance prevention strategies against multidrug-resistant pathogens in sewage water
R55FC69F7E70A,R55FC69F7E70A,doi_match,"A comparative review of contemporary water resources legislation: trends, developments and an agenda for reform","A comparative review of contemporary water resources legislation: Trends, developments and an agenda for reform"
RFA9C722C42BC,RFA9C722C42BC,doi_match,Stakeholders in Ghana's water sector development and implications for rural water tariff payment: a review,Stakeholders in Ghana’s water sector development and implications for rural water tariff payment: a review
R797F6CE779B3,R797F6CE779B3,doi_match,Characterization of Localities with a High Likelihood of Illicit Connections between Runoff and Sewage Systems,Characterization of Localities with a High Likelihood of Illicit Connections between Runoff and Sewage Systems
RE57362A779FA,RE57362A779FA,doi_match,Multifaceted intra-city water system arrangements in California: Influences and implications for residents,Multifaceted intra-city water system arrangements in California: Influences and implications for residents
RE5FB6C56E8FF,RE5FB6C56E8FF,doi_match,Pharmaceutical wastewater toxicity: An ignored threat to the public health,Pharmaceutical wastewater toxicity: An ignored threat to the public health
R096398ACED4D,R096398ACED4D,doi_match,Growing-city pollution and sanitation: causality and evidence from major cities of southwestern Nigeria,Growing-city pollution and sanitation: Causality and evidence from major cities of southwestern Nigeria
R0532032FE3BB,R0532032FE3BB,doi_match,"Integrated urban water management scenario modeling for sustainable water governance in Kathmandu Valley, Nepal","Integrated urban water management scenario modeling for sustainable water governance in Kathmandu Valley, Nepal"
R58AC0B4915DB,R58AC0B4915DB,doi_match,"Pandemic Influenza and Farmworkers: The Effects of Employment, Social, and Economic Factors","Pandemic influenza and farmworkers: The effects of employment, social, and economic factors"
R4C0AB373567F,R4C0AB373567F,doi_match,Water governance and justice in Cape Town: An overview,Water governance and justice in Cape Town: An overview
R657FB8F58C5F,R657FB8F58C5F,doi_match,"Nexus security: governance, innovation and the resilient city","Nexus security: Governance, innovation and the resilient city"
R565E995260DC,R565E995260DC,doi_match,"Towards transformative WASH: an integrated case study exploring environmental, sociocultural, economic and institutional risk factors contributing to infant enteric infections in rural tribal India","Towards transformative WASH: an integrated case study exploring environmental, sociocultural, economic and institutional risk factors contributing to infant enteric infections in rural tribal India"
R5D6A21966343,R5D6A21966343,doi_match,Setback distances between small biological wastewater treatment systems and drinking water wells against virus contamination in alluvial aquifers,Setback distances between small biological wastewater treatment systems and drinking water wells against virus contamination in alluvial aquifers
RFB01C940D7F3,RFB01C940D7F3,doi_match,The fourth pillar of infrastructure sustainability: tailoring civil infrastructure to social context,The fourth pillar of infrastructure sustainability: tailoring civil infrastructure to social context
R315079D3533B,R315079D3533B,doi_match,Water-Energy Status Under Economic Collapse: A Statistical Perspective From Lebanon,Water-Energy Status Under Economic Collapse: A Statistical Perspective From Lebanon
RCDFE843C0857,RCDFE843C0857,doi_match,Interviews between employees and customers during a company restructuring process,Interviews between employees and customers during a company restructuring process
R841731B52B79,R841731B52B79,doi_match,Antimicrobial resistance in India: Integrating the response into health systems for universal health coverage,Antimicrobial resistance in India: Integrating the response into health systems for universal health coverage
RA15737B9C850-1,RA15737B9C850,doi_match,"Women, water and equity: an agenda that makes sense?","Women, water and equity: an agenda that makes sense?; [Mulheres, água e equidade: uma agenda que faz sentido?]"
R63C921BB19F0-1,R63C921BB19F0,doi_match,THE DILEMMAS OF URBAN-METROPOLITAN PLANNING IN TIMES OF AUSTERITY AND FINANCIALIZATION: THE CASE OF THE PRIVATE SANITATION CONCESSION IN THE STATE OF RIO DE JANEIRO-BRAZIL,THE DILEMMAS OF URBAN-METROPOLITAN PLANNING IN TIMES OF AUSTERITY AND FINANCIALIZATION: THE CASE OF THE PRIVATE SANITATION CONCESSION IN THE STATE OF RIO DE JANEIRO – BRAZIL; [ELS DILEMES DE LA PLANIFICACIÓ URBANO-METROPOLITANA EN TEMPS D’AUSTERITAT I FINANÇARITZACIÓ: EL CAS DE LA CONCESSIÓ PRIVADA DEL SANEJAMENT A L’ESTAT DE RIO DE JANEIRO – BRASIL]; [Os dilemas do planejamento urbano-metropolitano em tempos de austeridade e financeirização: o caso da concessão privada do saneamento no estado do Rio de Janeiro-Brasil]; [LOS DILEMAS DE LA PLANIFICACIÓN URBANO-METROPOLITANA EN TIEMPOS DE AUSTERIDAD Y FINANCIARIZACIÓN: EL CASO DE LA CONCESIÓN PRIVADA DEL SANEAMIENTO EN EL ESTADO DE RÍO DE JANEIRO – BRASIL]
R1874F6A29091,R1874F6A29091,doi_match,"Decentralised governance, access to social services and poverty reduction in the Gomoa District, Ghana","Decentralised governance, access to social services and poverty reduction in the Gomoa District, Ghana"
R1A4A647C0DFD,R1A4A647C0DFD,doi_match,Metamodeling-based reliability analysis framework for activated sludge processes,Metamodeling-based reliability analysis framework for activated sludge processes
R9A41ADFECCB3,R9A41ADFECCB3,doi_match,Life Cycle Assessment of Wastewater Treatment in a Refinery with Focus on the Desalting Process,Life Cycle Assessment of Wastewater Treatment in a Refinery with Focus on the Desalting Process
RFDC500EEB1C2,RFDC500EEB1C2,doi_match,En'gendering' Conservancy at Transboundary Aquifers: Groundwater Security in Cross-Border Water Governance,En‘gendering’ Conservancy at Transboundary Aquifers: Groundwater Security in Cross-Border Water Governance
R589A6BD90348,R589A6BD90348,doi_match,"Transparency, Governance, and Public Service Management: Challenges of Citizen Participation in Ecatepec de Morelos","Transparency, Governance, and Public Service Management: Challenges of Citizen Participation in Ecatepec de Morelos"
R69D5D8245B82,R69D5D8245B82,doi_match,"'Already existing' sustainability experiments: Lessons on water demand, cleanliness practices and climate adaptation from the UK camping music festival","‘Already existing’ sustainability experiments: Lessons on water demand, cleanliness practices and climate adaptation from the UK camping music festival"
RD15FDA6CB771-1,RD15FDA6CB771,doi_match,APPROACHES TO REGULATION OF TARIFFS FOR CONNECTING CAPITAL CONSTRUCTION OBJECTS TO PUBLIC UTILITIES INFRASTRUCTURE,APPROACHES TO REGULATION OF TARIFFS FOR CONNECTING CAPITAL CONSTRUCTION OBJECTS TO PUBLIC UTILITIES INFRASTRUCTURE; [ПОДХОДЫ К РЕГУЛИРОВАНИЮ ТАРИФОВ НА ПОДКЛЮЧЕНИЕ ОБЪЕКТОВ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА К КОММУНАЛЬНОЙ ИНФРАСТРУКТУРЕ]
RF1537F0C1961,RF1537F0C1961,doi_match,Responsiveness of water-sector regulation in Brazil to the Covid-19 pandemic: A view through the human rights lens,Responsiveness of water-sector regulation in Brazil to the Covid-19 pandemic: A view through the human rights lens
RBF086AF4B9B5,RBF086AF4B9B5,doi_match,Water and power in Santiago de Chile: Socio-spatial segregation through network integration,Water and power in Santiago de Chile: Socio-spatial segregation through network integration
RF7B808CEFCFA,RF7B808CEFCFA,doi_match,COMBINED USE OF GEOELECTRIC SOUNDING AND PROFILING TO QUANTIFY AQUIFER PROTECTION PROPERTIES,Combined Use of Geoelectric Sounding and Profiling to Quantify Aquifer Protection Properties
R363EC91C7699-1,R363EC91C7699,doi_match,The Impacts of Socioeconomic Development on Rural Drinking Water Safety in China: A Provincial-Level Comparative Analysis,The impacts of socioeconomic development on rural drinkingwater safety in China: A provincial-level comparative analysis
RFE5ED2F0D758,RFE5ED2F0D758,doi_match,"The cascading disaster risk of water, energy and food systems","The cascading disaster risk of water, energy and food systems"
RECD6E1F9163C,RECD6E1F9163C,title_year_match,"LAND SECURITY AND THE CHALLENGES OF REALIZING THE HUMAN RIGHT TO WATER AND SANITATION IN THE SLUMS OF MUMBAI, INDIA","Land security and the challenges of realizing the human right to water and sanitation in the slums of Mumbai, India"
R5A010875D9FB,R5A010875D9FB,doi_match,"The Right to Water and Sanitation in Ecuador: Progress, Limitations, and Challenges","The right to water and sanitation in Ecuador: Progress, limitations, and challenges"
R597802E2EC94,R597802E2EC94,doi_match,Effect of women's inclusion on conservation and management practices of Water User Associations,Effect of women's inclusion on conservation and management practices of Water User Associations
R07A0E36456D4,R07A0E36456D4,doi_match,A review of formal institutions affecting water supply and access in Botswana,A review of formal institutions affecting water supply and access in Botswana
R1C0DE2099830,R1C0DE2099830,doi_match,Heritage documentation and structural analysis of historic water-supply canals,Heritage documentation and structural analysis of historic water-supply canals
R897B0E5CB3C7,R897B0E5CB3C7,doi_match,Factors Influencing Water Point Functionality in Liberia: A Regression and Bayesian Network Analysis,Factors Influencing Water Point Functionality in Liberia: A Regression and Bayesian Network Analysis
R25D3E8284498,R25D3E8284498,doi_match,Product-Market Competition in the Water Industry: Voluntary Non-discriminatory Pricing,Product-market competition in the water industry: Voluntary non-discriminatory pricing
RBD1EA0CC5C74,RBD1EA0CC5C74,doi_match,"Civil Works' Urban Heritage: The Significance of the Water Supply, Bridges, Roads and Rail Networks in the Conformation of Madrid","Civil Works’ Urban Heritage: The Significance of the Water Supply, Bridges, Roads and Rail Networks in the Conformation of Madrid"
R4AD2FD978DF3,R4AD2FD978DF3,doi_match,BiogAI-RMF: A trustworthy AI framework for risk governance in wastewater biogas systems,BiogAI-RMF: A trustworthy AI framework for risk governance in wastewater biogas systems
R95B9BD41525A,R95B9BD41525A,doi_match,"The Past, Present, and Future of Wastewater Management in Alabama's Black Belt","The Past, Present, and Future of Wastewater Management in Alabama's Black Belt"
RA6F271701BE3,RA6F271701BE3,doi_match,"Effects of a community-driven water, sanitation, and hygiene intervention on diarrhea, child growth, and local institutions: A cluster-randomized controlled trial in rural Democratic Republic of Congo","Effects of a community-driven water, sanitation, and hygiene intervention on diarrhea, child growth, and local institutions: A cluster-randomized controlled trial in rural Democratic Republic of Congo"
R274AA5D35F78,R274AA5D35F78,doi_match,Legal pluralism in the area of human rights: water and sanitation,Legal pluralism in the area of human rights: Water and sanitation
RC6AAD5AE6A06,RC6AAD5AE6A06,doi_match,"Overcoming the Challenges of Water, Waste and Climate Change in Asian Cities","Overcoming the Challenges of Water, Waste and Climate Change in Asian Cities"
R835937265185-1,R835937265185,doi_match,"""We Don't Drink the Water Here"": The Reproduction of Undrinkable Water for First Nations in Canada","""We don't drink the water here"": The reproduction of undrinkablewater for first Nations in Canada"
R4F266A402F86,R4F266A402F86,doi_match,Water research paradigm shifts in South Africa,Water research paradigm shifts in South Africa
