record_id,title_abstract_decision,exclusion_reason,rationale
R5629BF1CEB45,exclude,E01,Study relating tolerance of antisocial behavior to observed water-wasting behavior in Mexico; not about service access.
R74A7C92D263C,exclude,E01,Essay on campus 'social-climate bureaucracy' and student activism; unrelated topic.
R4F7D0DB18F28,exclude,E01,Theoretical essay on postindustrial elite/non-elite social divisions; unrelated topic.
R959C89E08A89,exclude,E01,Comparative study of government vs non-government elder-care homes in China; unrelated topic.
R868D4E02AB97,exclude,E04,"Survey of citizen trust in a South Australian water utility provider; outcome is trust perceptions rather than access, connection, reliability or affordability of service."
R8BE1C4E30DFB,exclude,E03,Multidimensional poverty measurement study in Bhutan using several indicators including safe water/sanitation among many; no legal/institutional exposure examined.
R80942574C78C,exclude,E01,Historical study of coerced coolie labour in colonial British Raj borderlands; unrelated topic.
R3A2D08B497E7,include,,"Case study of access to and appropriation of water for human consumption and production by poor rural communities in central Argentina, examining agrarian capitalism, clientelism and structural inequality."
R41410F579E38,exclude,E01,Analysis of Chinese climate-change policy evolution via advocacy coalition framework; unrelated topic.
REE1889559FED,exclude,E01,Book review on company doctors and managed care history; unrelated topic.
R2451D8C71308,include,,"Six-month monitoring study of household perceptions and impacts of administered water rationing during drought in Campina Grande, Brazil, showing income-based inequities in access."
RC2BFA6E1F113,exclude,E01,Comparative study of contracting-out public employment services in Australia/Netherlands/Denmark; unrelated topic.
R991C53764D3A,exclude,E01,Survey of long-term care service availability/barriers for older American Indians; unrelated to water/sanitation.
RC63BEF86A48E,exclude,E01,Review essay on informal/outlaw economics at the fringes of the state; unrelated topic.
RA5BB2DFD20CE,exclude,E01,Book review on institutional implications of digitization; unrelated topic.
R3974945F7707,include,,"Cross-sectional Rapid Assessment study of community perceptions and outcomes of water source development/WASH projects across urban, peri-urban and rural sites in Timor-Leste."
R7A1DB68C9E62,exclude,E01,Historical study of customary courts under French colonial rule in Morocco; unrelated topic.
R8598552F2CFF,exclude,E01,Study of jurisdictional conflict between bureaucratic and communal institutions in the Albanian highlands; unrelated topic.
R26B861C6D0F3,exclude,E01,Book review of Sennett's 'The Culture of the New Capitalism'; unrelated topic.
R51945C55ED88,exclude,E01,Book review of 'Corrupt Exchanges'; unrelated topic.
RC07C1ABDB436,exclude,E01,Study of citizenship and ethnic identity among the Urdu-speaking minority in Bangladesh; unrelated topic.
R330AA69DB535,exclude,E01,Personal essay on UN drug-policy research bureaucracy; unrelated topic.
R29437AB0312F,exclude,E01,Essay on secrecy and national security whistleblowing; unrelated topic.
RCEB215AA945E,exclude,E01,Analysis of UK counter-extremism surveillance narratives; unrelated topic.
R492B0018A0D4,exclude,E01,Review of cooperatives' role in local economic development in South Africa; unrelated topic.
R35F718413AC9,exclude,E01,Book review of 'Embedded Autonomy'; unrelated topic.
RB2504778B396,exclude,E01,Book review of a history of the Deng Xiaoping era; unrelated topic.
R55B9E129FA4E,exclude,E01,Commentary on co-production and local economics; unrelated topic.
RE8E6A91987B2,include,,"Comparative case studies in three countries analysing how regulatory water-management systems affect Indigenous communities' economic, social and cultural right to water."
RC7E34EF8053E,exclude,E01,Book review on power/accountability in American schools; unrelated topic.
R620E7A07BB58,exclude,E01,Essay on popular perceptions of the state amid neoliberalism in Britain; unrelated topic.
REAF713792623,exclude,E01,Historical essay on Brazilian sociologists' treatment of rural-urban political participation; unrelated topic.
R0962815740BB,exclude,E01,Essay on Ireland's political economy after the 2008 crash (briefly mentions water-privatization protests); not a water-access study.
R60394EFB3C32,exclude,E06,"Review of Everglades ecosystem population/water-management interactions and restoration planning; ecological/engineering restoration, not household service access."
R6009BE8D61A1,exclude,E01,Review essay on the women's movement against sexual harassment; unrelated topic.
R1265C2709842,include,,"Ethnographic study of land and water-source grabbing/dispossession, including privatization of water resources, in Montes de María, Colombia."
R6647E2F4F05D,exclude,E01,Analysis of formal/informal mechanisms in international illicit-drug-trafficking policy; unrelated topic.
R4C864E70C9CF,exclude,E01,Book review on Anglo-German WWII restraint; unrelated topic.
R2E3D17EB60A3,exclude,E01,Discussion of research methods (institutional ethnography etc.) in law; unrelated topic.
RB79CC136D340,exclude,E01,Ethnographic study of informal working practices ('planisa') among underground gold miners; unrelated topic.
R1D31AB709D21,exclude,E01,Time-series study of bureaucratic rule production at a US research university; unrelated topic.
R6FD98D877E12,exclude,E01,"Panel study of public-sector size, democracy and income inequality; unrelated topic."
RC5BA5732B7BF,unsure,,"Historical/sociological case study of monopoly control, conflict and emerging participatory river-basin governance over metropolitan waters in São Paulo, but unclear whether outcomes concern household service access specifically."
R27D923F970AA,exclude,E01,Case study of lawyers' collective bargaining and professional power erosion in Canadian public-sector employment; unrelated topic.
R366B3B7BC4E7,exclude,E01,"Ethnography of judicial bureaucracy and case files in Cali, Colombia; judicial system, not water/sanitation."
RBAE660A334DA,exclude,E01,Book review on the image of the Habsburg Monarchy in interwar Europe; unrelated topic.
R1FCC3041B496,exclude,E01,Critique of the NHS 'information revolution' policy; unrelated topic.
R7BE8AE9D3D97,exclude,E01,"Mixed-methods study of maternal health care access among migrants in Mumbai; health care, not water/sanitation service."
R559799F0CC1B,exclude,E01,Anthropological toolkit for studying power-wielding bureaucracies generally; unrelated topic.
R93A878769E4D,exclude,E01,Study of managerial intensity determinants in Silicon Valley tech start-ups; unrelated topic.
R9B5E0BC1254A,exclude,E01,Essay on nanotechnology and sustainable urban futures; unrelated topic.
R201B434889B9,exclude,E01,Ethnographic study of informal child adoption/circulation among the urban poor in Brazilian favelas; unrelated topic.
R039A618777B2,exclude,E01,Case study of bureaucratic insulation in a Brazilian microcredit program (CrediAmigo); unrelated topic.
RFC1A1A034A43,exclude,E01,Discussion of online research ethics governance for geographers; unrelated topic.
R8EB0D994E6AF,exclude,E01,Study of gendered professionalism in the Finnish health care system; unrelated topic.
RF581FEF653EC,exclude,E07,"Case study of property-rights institutional change in irrigation water control in Sonjo, Tanzania; agricultural irrigation, not household service."
R858E5F37C33C,exclude,E01,Study of social capital formation/destruction in East German rural restructuring; unrelated topic.
RDAAEB54CE4DE,unsure,,"Analysis of children's right to water in India, contrasting the universal normative-legal framework with local socio-cultural implementation realities; empirical grounding (fieldwork) is not clearly stated in the abstract."
R062A11256BB2,exclude,E01,Study of ecological-change detection and indigenous knowledge networks after a tsunami in the Solomon Islands; unrelated to water/sanitation service.
RD047977F54FF,exclude,E01,Book review on organising public and voluntary agencies; unrelated topic.
RDD2019704C69,exclude,E01,Quantitative study of Brazil's Supreme Court judicial-review agenda; unrelated topic.
RDD0D7EB46C19,exclude,E06,"Discussion of pharmaceutical contamination of water supply via medication disposal; water-quality/pollution issue, not access or governance."
RE5EE2EBA5703,exclude,E01,Interview study of indigenous state employees' experience of Chilean multicultural state reform; unrelated topic.
R891873AA016E,exclude,E01,Book review on legal reasoning in global financial markets; unrelated topic.
RAC5C3577594B,exclude,E04,"Interview study of Australian/NZ perceptions of bottled vs tap drinking water; outcome is consumer perception/trust, not access, connection or affordability."
R0673104A4B95,exclude,E01,Historical study of civil marriage law and religious difference in Britain/India; unrelated topic.
R208096BF1EFD,exclude,E01,Essay on globalization and transnational capitalist class formation in Asia/Oceania; unrelated topic.
RE1860B9255EE,exclude,E01,"Conceptual essay on welfare mix, CSR and social citizenship in Europe; unrelated topic."
RA10CF741AD61,include,,"Institutional policy analysis of Brazil's water governance system, covering public agencies, decentralization and conflicts over water appropriation."
RDE018D82F2D6,exclude,E01,Book review essay on bureaucracy and late modernity; unrelated topic.
RDE6BCA672B2E,exclude,E01,Book review on managing the Birmingham conurbation; unrelated topic.
R58066865A2A8,exclude,E01,"Qualitative interview study of Bosnian immigrants' perceptions of the US health care system; health care, not water/sanitation."
R1C49FC594C30,include,,"Case study of legal formalization of local water rights, water security and 'forced engagement' between local and state/market authority in Yanque, Colca Valley, Peru."
RF1F91FF74572,exclude,E01,Book reviews on bureaucratic organization and computers/culture in organizations; unrelated topic.
RDE682123EA92,exclude,E01,"Emergy-based simulation of Brazil's electricity generating capacity and population carrying capacity; energy, not water/sanitation service."
R85B6923837D0,exclude,E01,Review essay on urban sociability in Jakarta and Dakar; unrelated topic.
RC29EF5DDB639,exclude,E01,Historical review of the ISEB Brazilian nationalist development concept; unrelated topic.
RB8028ABE7FF3,exclude,E01,Theoretical essay on the modern state and liberal education; unrelated topic.
R46CAE03BC1DD,exclude,E01,Multi-country survey analysis integrating institutional and behavioural measures of bribery generally; not water-specific.
R0237CD9D6AD2,exclude,E01,Review of a comparative analysis of syndicalism and transition to communism; unrelated topic.
RAD274D7E2FCF,exclude,E01,Tribute/biography of an organizational management scholar; unrelated topic.
RB72C958B1D15,exclude,E01,Case study of ICT-based community media initiatives with a Romani community; unrelated topic.
REB55B4A7E5F0,exclude,E01,Discussion of US states' shift to managed mental health care; unrelated topic.
RA48E12562ED2,exclude,E01,Survey of street-level bureaucrats' attitudes toward Finnish labour-market allowance policy; unrelated topic.
RC97843E4B5D1,exclude,E01,Theoretical study of unorganized collective action under Chinese state socialism; unrelated topic.
R2A1B04AAE4D5,exclude,E01,"Study of the 'erasure' of non-citizens' rights in Slovenia; citizenship rights, not water/sanitation."
R4A363032D1B2,exclude,E01,Book review on the fall of the Soviet film industry; unrelated topic.
RD60F25CA9197,exclude,E09,Brief discussion of infrastructure-provider/developer relationships and 'co-production of environmental value'; abstract too thin to determine whether it concerns water/sanitation service access.
R8B6796C6BD89,exclude,E01,Exploratory survey of honors programs at HBCUs; unrelated topic.
R8DC8D6A54823,include,,"Comparative case study of water supply and sewerage management models, regulatory framework and outcomes in two Santa Catarina, Brazil municipalities (2003-2009)."
RC27F178BCF4F,exclude,E01,Essay on the emergence of capitalism in China and its political impact; unrelated topic.
RECB9CDCCEC39,exclude,E01,Study of organizational change as 'death and dying' in a university physics department; unrelated topic.
RC9215CEDD6B5,exclude,E01,Essay on the distinctiveness of Canadian sociology; unrelated topic.
RAAFBACEA56EF,exclude,E01,Analysis of Japan's Koizumi-era growth policy; unrelated topic.
R26C205E99F4E,exclude,E01,Historical study of censuses and nation-building in imperial Brazil; unrelated topic.
RB389D7ACAF98,exclude,E01,Discussion of urban humanitarian shelter response limits generally; not specific to water/sanitation service.
R8F953F2BF974,exclude,E01,Comparative study of Weberian authority types in three multinational churches; unrelated topic.
R601C152A8F89,exclude,E01,Essay on indigenizing African development administrative capacity; unrelated topic.
R8911A48CF6F4,exclude,E01,Book review on masculinities and management; unrelated topic.
R42EBD0AA6E6D,exclude,E01,"Essay on ancient script obsolescence in Egypt, Mesopotamia and Mesoamerica; unrelated topic."
RB1DB87BFDEAB,exclude,E01,Critique of international business-and-human-rights guidelines and bureaucratic responses; unrelated to water/sanitation.
R156B42DFEB8B,exclude,E01,Progress report on political geography of transnational bureaucratic knowledge production; unrelated topic.
R79618AEFD637,exclude,E01,Comparative study of neoliberal globalisation's effects on domestic capital/civil servants in Costa Rica and Dominican Republic; unrelated topic.
R5E0483BB02E2,exclude,E05,"Essay on US EPA's evolving sustainability programs (mentions Clean Water Act among others); regulatory-history commentary, not an empirical household water/sanitation study."
R35E4202BC435,exclude,E01,Theoretical essay on world-systems theory after Andre Gunder Frank; unrelated topic.
R967BA07DC04A,exclude,E01,Analysis of Chinese digital/ICT policy and development strategy; unrelated topic.
R82476454186E,exclude,E01,Qualitative study of stakeholder perspectives on a California substance-abuse outcomes-monitoring system; unrelated topic.
RCAB56EAA7598,exclude,E01,Book review on charisma; unrelated topic.
R6C50A857D970,exclude,E01,"Evaluability study of Brazil's humanized post-abortion care program; health care, not water/sanitation."
R573AF801F590,exclude,E01,"Qualitative study of policy barriers to sexual/reproductive health programming for HIV-positive adolescents in Uganda; health services, not water/sanitation."
R2B3F9BF55E5B,exclude,E01,"Multi-level model of government effectiveness and food security in sub-Saharan Africa; food security, not water/sanitation access."
R438FF8B5DB8B,exclude,E01,Methodological essay on barriers to qualitative policing/security research access; unrelated topic.
R5E50A1801A01,exclude,E01,Study of population/household residential trajectories in a Paris suburban department; unrelated topic.
RA9D8DEEE89ED,exclude,E01,Book review on economists and Mexican economic policy; unrelated topic.
RC84283FC25AA,exclude,E01,Reassessment of the rank-and-file vs union bureaucracy debate in British unions; unrelated topic.
RBF8C838A4ADA,exclude,E01,Discussion of US Census Bureau data-sharing ethics and confidentiality; unrelated topic.
R407138D309BC,exclude,E01,Historical study of colonial bureaucratic proposals for Puerto Rico's plantation economy; unrelated topic.
RFC6711B6BB8C,exclude,E01,Case study of an Amish organic farming cooperative; unrelated topic.
RABF0541092FA,exclude,E01,Thematic analysis of adult-safeguarding serious case reviews in England/Wales; unrelated topic.
R2FEAFE21BBC7,exclude,E01,Survey of community mental health team managers' views on organisational structure; unrelated topic.
R9A07A9065243,exclude,E01,Study of transnational forensic DNA exchange under the EU Prüm Treaty; unrelated topic.
R27953FC2F5C0,exclude,E01,Theoretical study of the TEKEL workers' resistance movement in Turkey; unrelated topic.
R5FC87846D55B,exclude,E01,"Study of street-level bureaucrat/client encounters in French welfare offices; welfare, not water/sanitation."
R08D5D752E0F1,exclude,E01,Study of the industrial lobby's legislative success in the Brazilian Congress; unrelated topic.
R985129C80A32,exclude,E01,Reflective essay on Richard Hyman's contributions to union politics theory; unrelated topic.
R373E8DEB3ED4,include,,"Historical analysis (1909-2009) of collective mobilization for water access in Colombia, tracing community aqueducts, privatization/legislation, and a citizens' referendum enshrining a right to a basic minimum of water."
R88D379233996,exclude,E01,Panel Q&A on universities under political duress; unrelated topic.
RD94D71F63031,exclude,E01,"Essay on famine politics and food-aid delivery delays in the Ogaden, Ethiopia; food/famine, not water/sanitation."
R93AC86D3A470,exclude,E01,Art-historical analysis of three Frida Kahlo paintings; unrelated topic.
R3B23A8472F50,exclude,E01,Transaction-cost analysis of bureaucratic failure in Chinese economic reforms; unrelated topic.
R691EBE1A412D,exclude,E01,List of publications received (book titles); not a study.
R057A94C2447E,exclude,E01,"Description of a gridded global population-forecast dataset by river basin; demographic dataset paper, not a water-access study."
R8A87342933E7,exclude,E01,Essay on employee cynicism toward bureaucratic management ('Dilbert syndrome'); unrelated topic.
R04EB7024B7D2,exclude,E01,Case study of Afghanistan's National Solidarity rural reconstruction program; unrelated to water/sanitation.
R3AEB5A2BFD12,exclude,E01,Commentary on the emerging public-health crisis of mental disorders in aging populations; unrelated topic.
R63BBDCC09B43,exclude,E01,Institutional analysis of the autonomy/accountability of Brazil's Public Prosecutor's Office; unrelated topic.
R488C1436C8C3,exclude,E01,Methodological study of relevance in thematically-oriented biographical/oral history interviews; unrelated topic.
R65FBE9C25138,exclude,E01,Discourse analysis of cash-for-childcare policy debates in Finland/Sweden; unrelated topic.
RC5418AA65C66,exclude,E01,Discussion of undocumented immigrants' bureaucratic legalization difficulties in Mexican migration research; unrelated topic.
R7B5A3E2F7474,exclude,E01,Ethnographic study of transnational ancestor worship among Fujianese emigrants in Singapore; unrelated topic.
R1ED1C79F3DA0,exclude,E01,Book review on the legacy of Ernest Mandel; unrelated topic.
RF57BD6B95AA3,exclude,E01,Historical study of UN world conferences on women and global feminist organizing; unrelated topic.
R9C2660EC2BE7,exclude,E01,"Study of enrollment barriers in New Mexico's Medicaid managed care system; health insurance, not water/sanitation."
RC05F1F7C0825,exclude,E01,Case studies of labor organizing under NAFTA-era economic restructuring; unrelated topic.
R906A6D0C2B46,exclude,E01,Theoretical essay critiquing the informal/formal dichotomy in Global South governance; unrelated topic.
R9DFA4BE6F34F,include,,"Case study of community-based acequia water systems in the southwestern US, examining their formal legal/institutional authority for coordinated water resource planning amid development pressure."
R6B3B8C5A68B0,exclude,E01,Interview study of farm-to-institution alternative food supply chains in Vermont; unrelated topic.
RAE768D6683AC,exclude,E01,Review essay on interpretations of Brazilian development; unrelated topic.
R4DDB7CF7FEFC,exclude,E01,Review of the World Bank's 'World Development Report 1997'; unrelated topic.
RB5BF3C08C0F7,exclude,E01,Historical study of Brazilian science/technology/innovation policy institutions; unrelated topic.
R0A5FCC9056F2,exclude,E01,Historical study of convict labor institutions in Turkey (1936-1953); unrelated topic.
RB8775F407DBC,exclude,E01,Comparative study of the global diffusion of immigration detention policy; unrelated topic.
RE3358437DCD8,exclude,E01,Analysis of Brazil's non-contributory disability/elderly cash-transfer policy cycle; unrelated topic.
R1593187660FE,exclude,E01,Book review on contracting in UK health/social care/local government services; unrelated topic.
R72A4A601EC46,exclude,E01,Assessment of integrated care partnerships in Northern Ireland's health/social care system; unrelated topic.
R2D8951FD7BD2,exclude,E01,Essay on regional integration and political cooperation in Latin America (CELAC); unrelated topic.
R8D0C889EF650,exclude,E01,Analysis of industrialists and developmentalism under Brazil's PT governments; unrelated topic.
RD451E0F4EEA2,exclude,E01,Lecture/memorial discussion honoring statistician Morris Hansen; unrelated topic.
RB991B091CA8A,exclude,E01,Essay on organization theory's neglect of the social-systems mandate; unrelated topic.
R6DCB8C1E426A,exclude,E01,Historical study of managing Black police officers in early 20th-century South Africa; unrelated topic.
R40E7B3FA3934,exclude,E01,Book review on postmodern management partnership between employees/stockholders; unrelated topic.
R1FF1AD55AC48,exclude,E01,Theoretical essay on 're-enchanted' bureaucracy and organizational authority; unrelated topic.
R6C8B6DA6D307,exclude,E01,Book review on institutional change in healthcare organizations; unrelated topic.
RF171E07C780F,exclude,E05,"Progress report surveying human-geography research on the resource-state nexus (land, water, energy governance); literature review, not an original empirical study."
R34A4EBF79953,exclude,E01,Study of civil society participation in Brazilian international development cooperation politics; unrelated topic.
R9280B3B645B8,exclude,E01,"Book review on punishment, participatory democracy and the jury; unrelated topic."
R935647F28C31,exclude,E01,Arendtian essay on political geography and terrorism; unrelated topic.
R9199ECB40C21,exclude,E01,Book review on technocratic revolution in Mexico; unrelated topic.
RDDF6FFC7FF18,exclude,E01,Qualitative study of quality perceptions among clients/volunteers/coordinators in human services; unrelated topic.
R8EDE944073F3,exclude,E01,Methodological review of ontological/epistemological approaches to studying bureaucracy in organizational studies; unrelated topic.
R4E0BBEF7E724,exclude,E01,Review essay on third-wave theories of early modern state formation; unrelated topic.
RE8F94C6FB8CB,exclude,E01,Study of ethnically divided education systems in post-Dayton Bosnia and Herzegovina; unrelated topic.
R3935A2250DFE,exclude,E01,Study of post-9/11 police intelligence-sharing surveillance in New York/New Jersey; unrelated topic.
R821D9771A8D8,exclude,E01,Interview-based study of illegal police protection in the Buenos Aires stolen-vehicle market; unrelated topic.
RF54ED5E3E952,exclude,E01,"Mixed-methods study of regional variation in Indonesia's family planning program acceptance; family planning, not water/sanitation."
R899BB5928038,exclude,E01,Essay on American universities and totalitarian tendencies; unrelated topic.
R3AFA1DE33A87,exclude,E01,Book review on narrating institutional identity in organizations; unrelated topic.
R034825FAF3DD,exclude,E01,Case study of innovation barriers in Russian industry during economic transition; unrelated topic.
RC6989ED5F562,exclude,E01,Cross-national analysis of labor unions' role in good governance; unrelated topic.
R65DF63DB94E7,exclude,E01,Essay proposing a new agenda for applied anthropology in the 21st century; unrelated topic.
R4636D0BEDF2B,exclude,E01,Review essay on qualitative research methods in foreign language education; unrelated topic.
RD1E033B45ABD,exclude,E01,Essay on models of drug-treatment agency organization ('human needs approach'); unrelated topic.
RD0DF4A99FAA9,exclude,E01,Study of institutionalized rules in US corporate CEO succession; unrelated topic.
R2D03DEB103D2,exclude,E01,"Review of a study of oil, bureaucracy and policy formation in Saudi Arabia; unrelated topic."
R7004D9CEF56D,exclude,E01,Essay on planning for multifunctional landscapes; unrelated to water/sanitation service access.
RDEB6935D8EAC,exclude,E01,Book review on anthropology of organizations; unrelated topic.
R24E6BE888AC2,exclude,E01,Mixed-methods study of age-friendliness in an English purpose-built retirement community; unrelated topic.
R698561999003,exclude,E01,"Historical study of writing technology, counterfeiting and bureaucratic authority in colonial Madras; unrelated topic."
R029AE001FB27,exclude,E01,"Analysis of globalization's impact on Turkey's economy, labor and poverty (2000s); unrelated topic."
R01CDB3040EDC,exclude,E01,Interview study of caseworker-client interaction styles in Norwegian activation programmes for immigrants; unrelated topic.
RE534D5D37C17,exclude,E01,Review essay on Weberian analysis of development and state-building; unrelated topic.
R0FF53964EC40,exclude,E01,Critique of US campaign finance reform legislation; unrelated topic.
R3B9B92092AF0,exclude,E05,Game-theoretic/simulation model of collective cooperation in theoretical river water-sharing interactions; purely theoretical model with no empirical data or identifiable population.
RF2518AA3219F,exclude,E01,"Qualitative UK study of impacts of wrongly removing disability benefits from people with mental illness; welfare benefits, not water/sanitation."
R3ECBC35F4E2F,exclude,E01,Study of anti-corruption integrity management strategy in post-1997 Hong Kong government; unrelated topic.
RD096C49D5049,exclude,E01,Study of gender neutrality in the Pakistani civil service bureaucracy; unrelated topic.
RF695845E2C00,exclude,E01,Comparative study of the managerial gender pay gap in Australia/New Zealand; unrelated topic.
R3F8D1062C75A,exclude,E01,Historical study of religion and institutional conditions of criminal punishment in Germany; unrelated topic.
R31DF437FA45A,exclude,E01,Descriptive account of refugee shelter conditions in Serbia; unrelated to water/sanitation service governance.
R3F75A2B12DBE,exclude,E01,Theoretical essay on the social geography of McDonaldization; unrelated topic.
R54BA0D855FBA,exclude,E01,Biographical study of Czech sociologist Jan Mertl and wartime collaboration; unrelated topic.
RC4FA0C851A4E,exclude,E01,Book review on 'Order Without Design: Information and Policy Making'; unrelated topic.
R6B8DB664D4AF,exclude,E01,"Discussion of globalization, labor-rights regulation and transnational supply-chain monitoring; unrelated topic."
R809452FDE19E,exclude,E01,Commentary on the incoherence of new UK science policy communication; unrelated topic.
RBFCAC757C2D4,exclude,E01,Conversation-analytic study of medical peer review decision-making; unrelated topic.
RAD208B321DC5,exclude,E01,Case study of corruption and economic development in South Korea; unrelated topic.
RCCD57D2AB6E6,exclude,E01,"Essay on rational ignorance, deceptive advertising and the size of government; unrelated topic."
R9CFE40F3DD52,exclude,E01,Book review on Japan's political marketplace; unrelated topic.
R6D10CB01B691,exclude,E01,Comparative historical analysis of national intelligence-system formation; unrelated topic.
R7A81F99DE5DD,exclude,E01,Profile analysis of Brazilian Central Bank board members' backgrounds; unrelated topic.
R988C2E306247,exclude,E01,Commentary identifying gaps in immigration research areas; unrelated topic.
R8345B5FD4D81,exclude,E01,"Case study of community mobilization for a cholera public-health campaign in rural Haiti; focuses on social-network mobilization for disease response, not water/sanitation service access barriers."
R7E39AE570AB9,exclude,E01,Survey-based validation of a career-values structure model among healthcare employees; unrelated topic.
R8C120A29599D,exclude,E01,Book review on studying organizations; unrelated topic.
R6402624C3832,exclude,E01,Essay on ethics in participatory policy-making and the arts; unrelated topic.
R8EF9B4CE89C0,exclude,E01,Commentary on cooperative solutions and credibility in developmental states; unrelated topic.
RA5A0A0B9E8E5,exclude,E01,Study of vocational rehabilitation outcomes/barriers for HIV-positive persons; unrelated topic.
R244382500105,exclude,E01,Essay on managerialism and audit culture in public services; unrelated topic.
R95B988400EFA,exclude,E01,Book review on labor and politics in the US Postal Service; unrelated topic.
R8E15BCC1DA46,exclude,E01,Book reviews on Czech market reform and post-communist institutional design; unrelated topic.
R389BD2CEE252,exclude,E01,"Book review on Keynesian bureaucracy, race and the War on Poverty; unrelated topic."
RC7218495C73E,exclude,E01,Review of a book on democratic unionism/dissent at Boeing; unrelated topic.
R9D0D2DD59100,exclude,E01,Book review on remaking the American labor movement; unrelated topic.
R70AEBF4339C8,exclude,E01,Theoretical essay on organizational internalization of law (extending Galanter); unrelated topic.
R92483C89E508,exclude,E01,Essay on Marxism and national consciousness; unrelated topic.
R9BCBCAEB5870,exclude,E01,Historical study of bureaucratic insurgency/politicization in the Canadian Sociology and Anthropology Association; unrelated topic.
R8EB015E80AAD,exclude,E01,Essay on the Sierra Club's internal immigration policy debate; unrelated topic.
R5A08FA83F1D6,exclude,E01,Book review on 'Seeing Like a State'; unrelated topic.
RCD73A658E273,exclude,E01,Survey of organizational-professional conflict and job stress among Alberta human-service workers; unrelated topic.
R8B104430346B,exclude,E01,Book review on the making of a Canadian labour bureaucracy; unrelated topic.
R9E828E6C3FC5,exclude,E01,Retrospective essay on postmodern self theory; unrelated topic.
R0A5F54C76118,exclude,E01,Qualitative study of multi-stakeholder complexity in the sugar industry; unrelated topic.
RB753852F985F,exclude,E01,Essay on political clientelism and economic development policy; unrelated topic.
RC2B6D64C8575,exclude,E01,Theoretical essay on the social foundations of the bureaucratic organizational form; unrelated topic.
R777B348300C7,exclude,E01,Historical essay on continuity of surveillance/welfare-state bureaucracy from Fascist to post-Fascist Italy; unrelated topic.
R6776A056FCB8,exclude,E01,Model of professionalization/bureaucratization in Portuguese non-profit social work; unrelated topic.
RCF26D8AF19C1,exclude,E01,Comparison of subjective/objective quality-of-life measures for green space and public transport in Vienna; unrelated topic.
R8FFF62AD7E51,exclude,E01,"Qualitative study of administrative burden/'red tape' in Australian affordable-housing regulation; housing, not water/sanitation."
RECD4AB10B990,exclude,E01,"Book review on gender/careers in banking, nursing and local government; unrelated topic."
RBDE106FA8225,exclude,E01,Overview of Pakistan's ethnic/federal complexity; unrelated topic.
R545A4FC6281B,exclude,E01,Historical/constitutional essay on the progressive origins of the US administrative state; unrelated topic.
R4509FD61C752,exclude,E01,Survey study of ethno-national identification among Serbia's bureaucratic-political elite; unrelated topic.
R70ADA8755D97,exclude,E01,Review essay on postcommunist transition sociology; unrelated topic.
RA78A763A328E,exclude,E01,Essay on the political history of post-Soviet Ukrainian independence; unrelated topic.
R17B1411F8608,exclude,E01,Book review on 'The Shape of Actions'; unrelated topic.
R5838AF60EFF3,exclude,E01,Prosopographical study of two Brazilian congressmen's political/cultural trajectories; unrelated topic.
R9E797277A406,exclude,E01,Book review on the politics of management/knowledge; unrelated topic.
R7ED14D37AE59,exclude,E01,"Introduction to a special issue on 'the unacceptable' (torture, disability, etc.); unrelated topic."
R2A0E3DB52790,exclude,E01,Critical review of the business case for organizational democracy; unrelated topic.
R89337672CECC,exclude,E01,Ethnographic study of Matsigenka death/mourning beliefs in Peruvian Amazon; unrelated topic.
R6933F0C23A1A,exclude,E01,"Review of research on courts, litigation and injury-compensation policy; unrelated topic."
RD59554913E05,exclude,E01,Theoretical essay on dictatorship before/after totalitarianism (Arendt); unrelated topic.
RF503FE29065A,exclude,E01,Summary of Brazilian school-violence research findings; unrelated topic.
R77285FBD4D64,exclude,E01,Analysis of corporate political strategy in antitrust merger reviews; unrelated topic.
R703880098783,exclude,E01,Book reviews on management loyalty/conflict in corporate restructuring; unrelated topic.
RFCC10B56F854,exclude,E01,Description of the Oxford Handbook of Sociology and Organization Studies; unrelated topic.
RC3DE55D1D26A,exclude,E01,"Evaluation of India's National Rural Health Mission and health-system strengthening; health system, not water/sanitation service specifically."
RE1AF129F592F,exclude,E01,Book review on institutions/reform in Africa (public choice perspective); unrelated topic.
R4C9209F69FBE,exclude,E01,Introduction to a volume on surveillance in the age of security; unrelated topic.
R5C899B680C9F,exclude,E01,Study of Chinese women managers' motivation to manage in state-owned enterprises; unrelated topic.
R1FF4B526CF67,exclude,E01,Book review on women's studies and business ethics; unrelated topic.
R67F783CD8294,exclude,E01,Philosophical essay on Latin American liberation philosophy vs discourse ethics; unrelated topic.
R8FBBCB61BEAE,exclude,E01,"Historical business-history study of a 19th-century Doce River navigation company in Brazil; navigation/commerce, not household water/sanitation service."
R6A315E45DFCA,exclude,E01,"Legal-policy review of children/parents' representation in English public-law care proceedings; child welfare law, not water/sanitation."
RF37B0611B28F,exclude,E01,Book review on organization theory and the multinational corporation; unrelated topic.
R3972D64ACF4C,exclude,E01,Theoretical essay rethinking organizational crime and criminology; unrelated topic.
R50E4CA480200,exclude,E01,"Ethnocultural comparison of mothering-skills mastery and maternal health service satisfaction in Montreal; health services, not water/sanitation."
RC2075CADE3E2,exclude,E01,Essay on organizational drivers of environmental destruction generally; not water/sanitation service access specific.
R69011E7EEF15,exclude,E01,Book review on UAW labor history and shorter working hours; unrelated topic.
